iter	RMSE
112	0.02798535464
113	0.02789618965
114	0.0277821588
115	0.0273995383
116	0.02733756152
117	0.02674205246
118	0.0266072777
119	0.02608017377
120	0.02556549479
121	0.02548956573
122	0.02493582382
123	0.02484475775
124	0.02476527021
125	0.02468060478
126	0.02456479717
127	0.02405180207
128	0.02397993707
129	0.02391157262
130	0.02382961053
131	0.02373441381
132	0.02337220283
133	0.0233143385
134	0.02324586456
135	0.02315383532
136	0.02307287098
137	0.02300934351
138	0.02293664248
139	0.02286819762
140	0.02279391619
141	0.02231082123
142	0.0222495876
143	0.02186103588
144	0.02139953376
145	0.02132283423
146	0.02124945373
147	0.02118262518
148	0.02083814825
149	0.02078099741
150	0.02071578741
151	0.02062547222
152	0.02055032774
153	0.02047703921
154	0.02040874041
155	0.02034720795
156	0.02028097859
157	0.01989014133
158	0.0198157714
159	0.01939225999
160	0.01932107114
161	0.01903022329
162	0.01897220511
163	0.01890449035
164	0.01883643183
165	0.01876048058
166	0.01842247885
167	0.01807147825
168	0.01800647863
169	0.01794282531
170	0.01788259206
171	0.0178247274
172	0.01749329981
173	0.01743295734
174	0.01736962438
175	0.01703357963
176	0.01697414632
177	0.01691928802
178	0.01686215086
179	0.01655720898
180	0.01640381783
181	0.01611409275
182	0.0160580509
183	0.01600810994
184	0.01568759968
185	0.01563163826
186	0.01535651039
187	0.01530477175
188	0.01525110971
189	0.01519637893
190	0.01514384717
191	0.01509226964
192	0.0150441331
193	0.01473652472
194	0.01443369108
195	0.01438375187
196	0.01433413091
197	0.0142839884
198	0.01423410722
199	0.01418375858
200	0.01389800949
201	0.01362455784
202	0.01335064604
203	0.01308373917
204	0.01304130938
205	0.01299453573
206	0.0129500462
207	0.01290386584
208	0.01264510702
209	0.01239275346
210	0.01216629833
211	0.01212229748
212	0.01207970235
213	0.01203539635
214	0.01199181664
215	0.01175931059
216	0.01171771629
217	0.01167626289
218	0.01163542706
219	0.01141069778
220	0.01137101905
221	0.01118387201
222	0.01114669143
223	0.01110816204
224	0.01106981212
225	0.01088506283
226	0.01070536079
227	0.01052982034
228	0.0104929489
229	0.0104571613
230	0.01042194425
231	0.01025449241
232	0.01021930998
233	0.01005327247
234	0.009890956621
235	0.009856346633
236	0.009822583242
237	0.009789733899
238	0.009756707139
239	0.009724257391
240	0.009692239174
241	0.009660732288
242	0.00962966925
243	0.009474512941
244	0.009443907693
245	0.009414072123
246	0.009234315989
247	0.009204695654
248	0.009175728268
249	0.009000716882
250	0.008857954161
251	0.008829433931
252	0.008691038424
253	0.008663060823
254	0.008635640422
255	0.008608461707
256	0.008474432085
257	0.008316975702
258	0.008290529202
259	0.008264670845
260	0.008138108851
261	0.008112647324
262	0.007991205761
263	0.007966206856
264	0.007941645212
265	0.007823488623
266	0.007706427654
267	0.007682389103
268	0.007568672285
269	0.00754509716
270	0.007521844255
271	0.007498989619
272	0.00739017175
273	0.0073676678
274	0.007345549121
275	0.007323559096
276	0.007197831966
277	0.007075797764
278	0.006975851935
279	0.006954694071
280	0.006933867526
281	0.00691324053
282	0.006796169567
283	0.006775979049
284	0.00668196053
285	0.006662249645
286	0.006642816832
287	0.00662359764
288	0.00660470114
289	0.006495474278
290	0.006477004658
291	0.00645861296
292	0.006370551373
293	0.00635258512
294	0.006335405517
295	0.00631778744
296	0.006300343688
297	0.00620331516
298	0.006185995728
299	0.006168984839
300	0.006068539381
301	0.006051778254
302	0.005960403551
303	0.00586751496
304	0.005851258163
305	0.005835177553
306	0.005819283479
307	0.005803547928
308	0.005787970053
309	0.005702219425
310	0.005618952268
311	0.005603678485
312	0.005588645936
313	0.005573769213
314	0.005559098487
315	0.005481690509
316	0.005402574839
317	0.005388217083
318	0.005374063514
319	0.005294095879
320	0.005280196252
321	0.005266457371
322	0.005199134439
323	0.005185640454
324	0.005108038118
325	0.005094827892
326	0.00508174968
327	0.005018177824
328	0.005005342533
329	0.0049366841
330	0.004924083859
331	0.004854856675
332	0.004790314777
333	0.004778014927
334	0.00476591373
335	0.004753946395
336	0.004742130447
337	0.004730406995
338	0.00471881063
339	0.004654554362
340	0.004643161622
341	0.004583084821
342	0.004524130796
343	0.00446771344
344	0.004456781939
345	0.004445991456
346	0.004393690167
347	0.004379806486
348	0.004326337179
349	0.004316031526
350	0.00426080739
351	0.004250714495
352	0.004237658004
353	0.004227790305
354	0.004174731046
355	0.004123852457
356	0.004074061799
357	0.00406439132
358	0.004016377098
359	0.00400660516
360	0.003996984866
361	0.003985299623
362	0.003938521961
363	0.003929149933
364	0.003918044873
365	0.003870790168
366	0.003827185307
367	0.003818084968
368	0.003809475871
369	0.003800635309
370	0.003791927334
371	0.003751282199
372	0.003742735861
373	0.003734324372
374	0.00372602345
375	0.003717804469
376	0.003709970558
377	0.00369977463
378	0.003658130114
379	0.003650278588
380	0.003642395759
381	0.003602261311
382	0.003594484455
383	0.003586823319
384	0.003579236056
385	0.003571721533
386	0.003533131573
387	0.003525713102
388	0.00351838659
389	0.003482366966
390	0.003475231766
391	0.003468098163
392	0.003461061195
393	0.003454081457
394	0.003445245692
395	0.003438358397
396	0.003429711481
397	0.003421210636
398	0.003378738713
399	0.003345345655
400	0.003338734719
401	0.0033322119
402	0.003299443202
403	0.003293004936
404	0.003267139942
405	0.003260722131
406	0.00325444453
407	0.003248192843
408	0.003242038845
409	0.003235889254
410	0.00322830171
411	0.003196100152
412	0.003190022168
413	0.003158944051
414	0.003152941023
415	0.003147241009
416	0.00314139889
417	0.003111414313
418	0.00310562037
419	0.003099903708
420	0.003070974872
421	0.00306532072
422	0.003036911075
423	0.003031366332
424	0.003025901845
425	0.003020481392
426	0.003015105996
427	0.003009768898
428	0.003004483014
429	0.002999249342
430	0.002994014597
431	0.002988802979
432	0.002983634963
433	0.002978484985
434	0.002973367977
435	0.002968265629
436	0.00296320169
437	0.002936334433
438	0.002931293685
439	0.002926283003
440	0.002921491995
441	0.002916541882
442	0.002911615408
443	0.002906716655
444	0.00290183284
445	0.002896975933
446	0.002892135289
447	0.002887316547
448	0.002882697587
449	0.002877917831
450	0.002852445916
451	0.002847665429
452	0.002842943581
453	0.002818216302
454	0.002813527569
455	0.002808894742
456	0.002804292608
457	0.002799714359
458	0.002795163896
459	0.00279062433
460	0.002786107129
461	0.002781613966
462	0.002777137779
463	0.002771499098
464	0.002767051595
465	0.002762629815
466	0.002758232766
467	0.002753851286
468	0.002749488881
469	0.002745149598
470	0.002740809994
471	0.002736506891
472	0.002732219192
473	0.002727932096
474	0.002723677089
475	0.002700487907
476	0.002696239691
477	0.002692049142
478	0.002687884481
479	0.002683735045
480	0.002678059619
481	0.002673941176
482	0.002669833342
483	0.002665746481
484	0.002661675759
485	0.002657621973
486	0.002653588731
487	0.002648038729
488	0.002644224829
489	0.002640224835
490	0.002636246261
491	0.00263227967
492	0.002628309728
493	0.002622852388
494	0.002618908778
495	0.002614981783
496	0.002611079915
497	0.002607186981
498	0.002603308761
499	0.002599454737
500	0.002595615733
501	0.002591783421
502	0.002586465645
503	0.002565408444
504	0.002561583797
505	0.002557817408
506	0.002552695753
507	0.002548945681
508	0.00254522115
509	0.0025415129
510	0.00253781312
511	0.002534130139
512	0.002530461011
513	0.002505973359
514	0.002502298187
515	0.002498662705
516	0.002495179085
517	0.002471545484
518	0.002467923655
519	0.002464337907
520	0.002460776366
521	0.002438617036
522	0.002435082467
523	0.002411896041
524	0.002408501689
525	0.002405011176
526	0.002401541546
527	0.002379155616
528	0.002375676908
529	0.002372238807
530	0.002368825415
531	0.002365441371
532	0.002362011358
533	0.002341965072
534	0.002338540711
535	0.002335144772
536	0.002314074413
537	0.002310669423
538	0.002307294343
539	0.002303952127
540	0.002300629259
541	0.00229732992
542	0.002293716289
543	0.002290450148
544	0.002287208587
545	0.002266842091
546	0.002263566346
547	0.002260323368
548	0.00225711734
549	0.002253934857
550	0.002250773186
551	0.00223249313
552	0.002229313631
553	0.002226166908
554	0.002222725927
555	0.00221963237
556	0.002216548738
557	0.002213488869
558	0.00221012708
559	0.002207091759
560	0.002204077063
561	0.002201072659
562	0.002181828466
563	0.0021788071
564	0.00217581639
565	0.002172846741
566	0.002155667493
567	0.002152693016
568	0.00214975185
569	0.0021468416
570	0.002129534342
571	0.002126615336
572	0.002123716416
573	0.002120838481
574	0.002117685578
575	0.002114836854
576	0.002112086535
577	0.002109276597
578	0.002093134124
579	0.002090308367
580	0.002087515672
581	0.002084745084
582	0.002067633803
583	0.00206493283
584	0.002062175594
585	0.002059437154
586	0.002056716543
587	0.00205373378
588	0.002051131043
589	0.002048455222
590	0.002045791238
591	0.002029245306
592	0.00202656165
593	0.00202390315
594	0.002021266057
595	0.002018727596
596	0.002015851671
597	0.002013257511
598	0.002010674348
599	0.002008104131
600	0.002005290759
601	0.002002736228
602	0.002000197938
603	0.001997668956
604	0.001995144178
605	0.001992627325
606	0.00197671752
607	0.001974175605
608	0.001971751841
609	0.001969267564
610	0.001966790868
611	0.00196431457
612	0.001961858515
613	0.00195940242
614	0.001956957121
615	0.001954518846
616	0.001952088681
617	0.001949667678
618	0.001947252347
619	0.001944602459
620	0.001942194218
621	0.001939877297
622	0.001937482623
623	0.001935096055
624	0.001932811922
625	0.001930507758
626	0.001928134101
627	0.001925768244
628	0.001923409312
629	0.001921055623
630	0.001918705714
631	0.001916360562
632	0.00191402178
633	0.001911690165
634	0.001909365121
635	0.001907121949
636	0.001904804405
637	0.001889923013
638	0.001887581616
639	0.001885262015
640	0.001882965225
641	0.001880681406
642	0.001878407572
643	0.001865173471
644	0.001863038034
645	0.001860856587
646	0.001858606847
647	0.001856344179
648	0.001854112963
649	0.001851868629
650	0.001849712678
651	0.001847496023
652	0.001845272192
653	0.00184306938
654	0.001840873039
655	0.001838668509
656	0.001836486685
657	0.001834389891
658	0.001832284804
659	0.001819446546
660	0.001817237482
661	0.001815054811
662	0.001812889608
663	0.001810730224
664	0.001808579164
665	0.001806219917
666	0.001804085793
667	0.001802042349
668	0.00179993099
669	0.001797827275
670	0.001795716639
671	0.001793617877
672	0.001791510602
673	0.001789423214
674	0.00178733579
675	0.001775029272
676	0.001772933973
677	0.001770850027
678	0.001768779085
679	0.001766724584
680	0.001764676027
681	0.001762699406
682	0.001749563125
683	0.001747498618
684	0.001745465762
685	0.001743426787
686	0.001730355594
687	0.001728297963
688	0.001726266638
689	0.001724334843
690	0.00172234618
691	0.001720350209
692	0.001718361236
693	0.001716396035
694	0.001714418479
695	0.00171244889
696	0.001710286267
697	0.001708329473
698	0.001706380524
699	0.00170444703
700	0.001702511026
701	0.001700579269
702	0.001698655805
703	0.001696821352
704	0.001684999468
705	0.001683081735
706	0.001681162429
707	0.001679254724
708	0.001667813248
709	0.001665915389
710	0.001664029211
711	0.001662138737
712	0.001660258871
713	0.001658387544
714	0.001656525901
715	0.001654679625
716	0.001652833383
717	0.001641732497
718	0.001639895537
719	0.001638052707
720	0.001636233412
721	0.001634423806
722	0.001632684368
723	0.001630885658
724	0.001629084808
725	0.001627291548
726	0.001625503409
727	0.001623730571
728	0.00162196222
729	0.001610379995
730	0.001608600517
731	0.001596608235
732	0.001594823661
733	0.00159304839
734	0.001591288053
735	0.001589539691
736	0.001587798758
737	0.001586067508
738	0.00158434499
739	0.001582627532
740	0.001580927759
741	0.001579222422
742	0.001568981394
743	0.001567272436
744	0.001565575709
745	0.001563886566
746	0.001562280306
747	0.001551509178
748	0.001549825802
749	0.001548152633
750	0.001546501118
751	0.001544849134
752	0.00154320232
753	0.001541559565
754	0.001530456798
755	0.001528804895
756	0.001527163397
757	0.00152553794
758	0.001523920169
759	0.001522313186
760	0.001520711745
761	0.001510966064
762	0.001509360109
763	0.001507773165
764	0.001506184748
765	0.001504604725
766	0.00150309918
767	0.001493128834
768	0.001491561628
769	0.001490002475
770	0.001488439217
771	0.001486886011
772	0.001485337896
773	0.001483801639
774	0.001482273111
775	0.001471456436
776	0.001469923697
777	0.001468391815
778	0.001466884663
779	0.001465371866
780	0.001463865842
781	0.001453443036
782	0.001451916748
783	0.001450403601
784	0.001448975463
785	0.00144749036
786	0.001438556948
787	0.00143708268
788	0.001435603218
789	0.001434131802
790	0.001432665416
791	0.001431215953
792	0.001429761313
793	0.001428313082
794	0.001426880286
795	0.00142544284
796	0.001415524945
797	0.001414075368
798	0.0014126424
799	0.001411233596
800	0.001409819395
801	0.001408410396
802	0.001407004816
803	0.00139849144
804	0.001397084671
805	0.00139568594
806	0.001394292082
807	0.001392904726
808	0.001384937186
809	0.001383547933
810	0.001382171975
811	0.001380795347
812	0.001379423393
813	0.001378057496
814	0.001376703105
815	0.001375353347
816	0.001374001043
817	0.00137265942
818	0.001371317168
819	0.001362078957
820	0.00136073973
821	0.001359405562
822	0.001358077909
823	0.00135676025
824	0.001355455523
825	0.001346548122
826	0.001345221907
827	0.001343909937
828	0.001342609921
829	0.001341315481
830	0.00134003648
831	0.001338762759
832	0.001337484085
833	0.001329748659
834	0.001328464431
835	0.001327189077
836	0.001325974962
837	0.001324712348
838	0.001323460047
839	0.001316865652
840	0.001315609686
841	0.001314362064
842	0.001313124985
843	0.00131189261
844	0.001310663794
845	0.001309441658
846	0.001301423408
847	0.00130020381
848	0.001298988471
849	0.001297782526
850	0.001296582027
851	0.001295384703
852	0.001287474537
853	0.001286262318
854	0.001285067196
855	0.001283878979
856	0.001277411991
857	0.001276228224
858	0.001275050156
859	0.001273876196
860	0.001272709654
861	0.001266512679
862	0.001265347289
863	0.001264186719
864	0.001263032444
865	0.001261917638
866	0.001260767058
867	0.001259676755
868	0.001252763261
869	0.001251620863
870	0.00125048715
871	0.001245019543
872	0.001243889049
873	0.001242765385
874	0.001241644541
875	0.001240561926
876	0.001239451507
877	0.001238345191
878	0.001237240258
879	0.001236131723
880	0.001235067396
881	0.001233971686
882	0.00123288127
883	0.001231792463
884	0.001230704885
885	0.001229614226
886	0.001228530088
887	0.001227451936
888	0.001226372535
889	0.00122529994
890	0.001218079247
891	0.001217001741
892	0.001215931487
893	0.001210718715
894	0.001204688582
895	0.001203615784
896	0.001202552922
897	0.001201494115
898	0.001200444164
899	0.001199391835
900	0.001198350205
901	0.001197313281
902	0.001196279216
903	0.001190498586
904	0.001189455117
905	0.001188422449
906	0.001187030114
907	0.001185994746
908	0.001184963792
909	0.001183944458
910	0.001182922248
911	0.001181903227
912	0.001180887582
913	0.001179533147
914	0.001178521297
915	0.001177513074
916	0.001176508224
917	0.0011712165
918	0.001170211118
919	0.001169261981
920	0.001168270787
921	0.0011669426
922	0.001165955822
923	0.001160471276
924	0.001159484555
925	0.00115850246
926	0.001157520792
927	0.001156544551
928	0.001150984589
929	0.001150008544
930	0.001149037078
931	0.001148068331
932	0.001147104735
933	0.001146146205
934	0.001145190869
935	0.001143926955
936	0.001142975296
937	0.001142027871
938	0.001141113761
939	0.00114017056
940	0.001139230435
941	0.001134279786
942	0.001133337533
943	0.001132173114
944	0.001131240942
945	0.001130312598
946	0.001129387151
947	0.001122962865
948	0.001122035725
949	0.001121114489
950	0.001120196535
951	0.001119191417
952	0.001118280353
953	0.001117374169
954	0.001116505026
955	0.001115604641
956	0.001114703485
957	0.00111380916
958	0.001112624167
959	0.001111776292
960	0.001110886947
961	0.001105732325
962	0.00110483603
963	0.001103948592
964	0.001098750842
965	0.001097857999
966	0.001096972839
967	0.001096092017
968	0.001095214823
969	0.001094343759
970	0.001093475668
971	0.001092609168
972	0.001091745128
973	0.001090649333
974	0.001089789751
975	0.001088933581
976	0.001088080001
977	0.001087224419
978	0.001086373594
979	0.001085526008
980	0.001084681674
981	0.001083836172
982	0.001082992449
983	0.001082152351
984	0.001081314128
985	0.001075346405
986	0.00107031852
987	0.001064772471
988	0.001063920521
989	0.001063079052
990	0.001062244298
991	0.001061414883
992	0.001060392016
993	0.001059567163
994	0.001058745779
995	0.001054033143
996	0.001053211114
997	0.001052399771
998	0.001051591547
999	0.001046314921
